theta_deg,ion_height_um,rf_null_x_um,rf_null_y_um,nearest_electrode_R_um,profile_depth_meV,phi_ps_min_V,phi_ps_p2,validation_laplace_bulk,validation_electrodes
0.0,30.0,0.0,32.110000000000014,30.110000000000014,14682.123438566137,0.0031359425639916165,24.665267215556952,True,True
22.5,30.0,0.0,31.799840500421112,29.799840500421112,29635.416859344103,0.0007699086633924287,30.944213380204427,True,True
45.0,30.0,0.0,32.028732854810414,30.028732854810414,64963.40877953115,0.015165152913179105,28.26849948437644,True,True
67.5,30.0,0.0,31.08018861410727,29.08018861410727,186706.08024261871,0.025471409925420962,14.719219260318875,True,True
90.0,30.0,0.0,31.23750000000001,24.999999999999996,788856.9745341387,0.0032941250077770886,48.16248307644049,True,True
